,rates,mfcc,filter_bank,fraud,mfcc_mean,fbank_mean
0,48000,"[[ 11.18130939  -0.64143145  -0.08635849 ...  -3.50236234  -5.93708905
    0.40643937]
 [ 10.56825307   4.89762229   5.73192629 ...   3.78349283  -4.15662374
    5.24287718]
 [ 10.56072451   4.39474924   6.00334098 ...   4.78572314  -0.66505041
    7.94373153]
 ...
 [ 10.64841592   3.0557422   -0.99139355 ...  -2.38125489 -13.20484171
    0.81853459]
 [ 10.70935882   4.24661645   0.34108601 ...   4.23155291  -6.40802255
    6.81770128]
 [ 10.48187482   4.02310084   0.54826375 ...   4.38534776  -1.52530838
    6.24589872]]","[[7.27432518 7.54328635 8.09204626 ... 7.31486623 6.7046673  5.9518724 ]
 [8.28724526 7.37568869 7.810917   ... 6.32946862 5.18577295 4.96845772]
 [8.90682732 6.92877084 7.64896517 ... 6.32612999 5.24349752 4.86858368]
 ...
 [5.33330877 6.95252248 7.1392581  ... 6.52794953 5.63428769 5.69226803]
 [6.63719484 6.65853207 7.90529977 ... 6.31310296 5.68878343 5.8803411 ]
 [6.82585644 6.5966226  7.64987731 ... 6.19800823 5.59198279 5.60579063]]",0,2.6857895368723947,12.327102490042625
1,48000,"[[10.95889548 -1.4401088   1.59469094 ... -3.98051042 -4.04718166
  -2.70243787]
 [10.29661629  3.10081765  8.1962413  ... 11.5322073   0.54356788
   8.45158887]
 [10.16205429  2.24107532  6.1905783  ...  5.34189614 -0.1526284
   9.60630194]
 ...
 [10.79079978  3.83811217 -2.13245451 ...  3.03022599 -6.32678311
   5.80678328]
 [10.75114818  2.82033636 -3.02955934 ...  0.82543505 -5.04067277
   7.64144924]
 [10.22889377  1.7974204  -3.33843162 ...  1.13111242 -6.5452011
   8.53297993]]","[[7.3364761  8.33333421 7.83127859 ... 7.36273064 6.6672811  5.77449625]
 [8.02457393 7.82804873 6.34836175 ... 6.4449128  5.07686877 4.59612966]
 [7.23477652 6.74992406 6.6059211  ... 6.61229193 5.01275275 4.59689985]
 ...
 [7.23258835 7.58696711 7.43013902 ... 6.48449322 5.84413687 6.30529255]
 [7.31371043 6.53952426 7.71254013 ... 6.4355591  5.91978625 6.22848586]
 [7.13227762 5.53094426 6.80494181 ... 6.03007612 5.26736338 5.54244632]]",0,3.8747116133565,11.503044319890641
2,48000,"[[ 11.81060575  -1.69564466  -0.04433125 ...  -5.10486074   1.15245801
   -1.90818286]
 [ 11.03202022   3.51073515   6.02405232 ...  -2.07427712  -3.54332829
    0.46966744]
 [ 10.81249468   2.83152667   5.04662112 ...   3.71379272   1.37010084
    0.59110074]
 ...
 [ 13.07710748  13.01622081  -4.16872473 ...  -1.23707366 -24.83603064
   -7.85874178]
 [ 12.53489259  14.05897019   3.01687138 ...   8.16225731 -14.28177595
   -1.19853631]
 [ 11.96956987  11.24032858   0.59153952 ...   7.88009644 -14.7142384
    1.22371213]]","[[ 8.09102647  7.55391993  8.67652543 ...  8.09616745  7.53367343
   6.55590626]
 [ 6.84246221  7.98268336  8.20176635 ...  6.47056578  5.46002959
   5.12081045]
 [ 6.8537264   7.80673062  7.53807716 ...  6.34683371  5.40299338
   5.03459825]
 ...
 [ 7.54813895 10.06059382 11.73078448 ...  6.87178779  7.70664336
   8.42073952]
 [ 8.63124095  9.89262196 11.28047288 ...  6.53038784  6.90018365
   7.02483933]
 [ 7.58438144  9.34762074 10.42276553 ...  6.28144883  6.62967078
   6.83051556]]",0,1.6059285075123764,11.99759564075733
3,44100,"[[ 16.25004607 -16.25848215  15.38248915 ... -49.41536209  40.0410952
  -28.61348493]
 [ 16.26370171 -16.34021492  16.85508747 ... -54.90967561  43.51127637
  -29.78130196]
 [ 15.75668304 -15.8428124   12.39510454 ... -44.81424036  33.18393028
  -21.85013616]
 ...
 [ 13.55181012  10.25198403  15.01783596 ...  -4.42069214   4.75470479
   -5.83716577]
 [ 13.44356612   8.72123316  14.90552177 ... -10.13001117  -1.20506621
   -4.76793286]
 [ 13.02033192  10.13247168  14.70312351 ...  -5.99565691  -1.43065098
   -3.98345513]]","[[11.1763533  12.17322957  9.94926538 ... 14.36524369 11.78982011
   7.25553974]
 [11.19582886 11.95602526 10.17646858 ... 14.38576575 11.79170322
   6.36944819]
 [11.08686096 11.98447837  9.56020983 ... 13.84754307 11.25251811
   7.25713437]
 ...
 [12.40186546 13.00767379  9.80252869 ...  7.97414183  6.65802113
   5.89250666]
 [12.35508486 12.87277347 10.08031658 ...  7.69001301  6.44211464
   5.65365161]
 [11.84773678 12.43829582  9.72331302 ...  7.15557486  6.24418175
   5.36227576]]",0,2.355160364730355,9.002579025262525
4,44100,"[[ 14.47645485   9.85656237   4.77609426 ...   8.44376473 -15.74950849
  -36.90490957]
 [ 14.66006579  12.07035643   8.64646896 ...  -4.52985159 -17.28723917
  -33.91735587]
 [ 14.7765726   12.70156913   8.80646565 ...  -3.41193851 -16.35147391
  -37.8216822 ]
 ...
 [ 17.13732741 -11.78613734 -46.83919595 ... -18.3170821   -1.06752303
   -1.78552673]
 [ 17.07901371 -11.82651786 -43.06707093 ...  -9.92429047  -4.44518809
   -4.64070992]
 [ 16.76172554 -10.74227605 -44.23549238 ...  -4.21188476   1.00603253
   -6.01655658]]","[[11.81414592 13.49945731 12.87301704 ...  9.16864477  9.35863389
   8.89042339]
 [11.95157634 13.64769248 13.33353932 ...  9.45132565  8.55036544
   8.74895706]
 [11.71689563 13.70037835 13.49738463 ...  9.46330979  8.01378772
   8.96246958]
 ...
 [ 7.98446002  8.09775904  6.35895075 ... 11.44343087 13.37798533
  13.45697092]
 [ 7.49319007  8.50602223  7.6451373  ... 11.69607935 13.38906661
  13.4441994 ]
 [ 7.51600947  8.1836518   6.51307688 ... 11.26734853 13.20433677
  13.06198467]]",0,2.2550622109134473,9.256278596962018
5,44100,"[[ 14.90503475  16.61437134  16.13095622 ... -36.76572307 -12.73984446
    5.91253419]
 [ 14.85365498  19.94112808  19.85251891 ... -26.57175239 -11.76357454
   -2.10737465]
 [ 14.67457487  19.21163162  23.27144874 ... -22.34699805 -21.15314051
  -10.77659939]
 ...
 [ 15.88125772  21.05080447   9.63575018 ...  -8.9534152   -8.84782635
    8.12868228]
 [ 15.76254126  21.74700487  13.30834899 ...  -4.97227196  -8.21757802
   10.27936524]
 [ 15.52355506  20.04580997  12.56865621 ... -10.89245387  -7.75419739
   16.07885146]]","[[11.11003792 13.02631686 14.06473388 ...  8.7907954   7.68825258
   7.84939981]
 [11.59323272 13.2531636  14.07460337 ...  8.26043366  7.43483686
   7.08843009]
 [11.39520126 13.14160496 13.84693438 ...  8.15080772  7.7061688
   7.05551408]
 ...
 [13.04041599 14.59543818 13.85755723 ...  8.83781533  9.75964983
  10.05501963]
 [13.0596682  14.30163993 13.62674029 ...  8.41717436  9.65982657
   9.87987431]
 [12.75486489 14.16436584 13.23879019 ...  8.40009132  9.12216197
   9.84097558]]",0,1.0944295404565292,9.674497837379187
6,44100,"[[ 16.9592839    4.88990481   2.97641823 ...  -6.57890237   1.06896893
  -13.90534205]
 [ 16.97099197  13.08734592  13.35108593 ... -19.02855163  22.8121621
  -37.96085887]
 [ 17.09789301  13.54049039  11.1124781  ... -19.87307229  29.14697055
  -34.15699624]
 ...
 [ 12.03638822 -14.86569567 -20.39216261 ...   4.67485277  -4.67177325
   -3.2037229 ]
 [ 11.57671109 -13.14851837 -17.51611677 ...   3.31575556  -4.37486924
   -6.41673781]
 [ 11.01256185 -12.65118568 -15.7035285  ...   9.78286022   0.65796942
   -4.72118822]]","[[14.80996014 14.8519713  14.83217237 ... 13.38353663 12.31453203
  11.79621287]
 [14.63817534 15.03245959 15.14722086 ... 13.62575557 10.05259411
  11.48044921]
 [14.64458022 14.94724623 15.42555221 ... 13.67520324 10.35242912
  11.59003549]
 ...
 [ 5.73851428  5.23730842  4.30167482 ...  8.4121438   8.61897728
   8.25104225]
 [ 5.72059473  5.33177053  4.82130733 ...  8.20364756  8.18373132
   7.60177291]
 [ 5.66316117  5.29372087  3.98903155 ...  7.67905956  7.5828981
   6.96709477]]",0,0.5323423648614012,9.720875025496403
7,44100,"[[ 17.88356691 -26.01945069 -17.06460311 ... -15.69313625   8.03591842
  -39.69553307]
 [ 19.02040748 -36.18971105 -24.90430099 ... -18.03174686  13.94138115
  -38.76575593]
 [ 20.12777368 -39.15581916 -25.56442134 ... -20.4491481   18.2827828
  -35.45953821]
 ...
 [ 14.4011112   20.60845807  13.65339607 ...  -6.50398132 -10.84736705
   -6.8492814 ]
 [ 14.38990414  20.74567286  17.13345462 ...  -8.6721424  -12.44342304
   -7.18244376]
 [ 14.15318906  19.85429252  15.07431938 ...  -7.44343653  -8.09498629
   -8.38719942]]","[[10.80010654 11.88309922 10.18452611 ... 15.31962855 14.6146966
  13.80632557]
 [ 9.64231714  9.93658573  8.4852945  ... 16.72345897 15.67716405
  14.58955665]
 [ 8.73459216  9.60838983  9.41371197 ... 17.87646616 16.8662917
  15.37322194]
 ...
 [12.75454842 13.44149916 11.63593197 ...  7.96522788  6.99218512
   7.78352695]
 [12.65136329 13.36200374 11.57252508 ...  7.9782826   6.64110508
   7.80346069]
 [12.42095297 13.12950177 11.15135134 ...  7.70965194  6.37087735
   7.62752722]]",0,1.0142814930199435,10.27477776673183
8,44100,"[[ 15.84712597   1.30675735  -8.41965579 ... -25.03715352 -16.90247551
  -14.1730281 ]
 [ 15.79264917   7.44702002  -6.33224494 ... -37.59990443 -15.18514774
  -10.45971579]
 [ 15.56843401  12.00437138  -3.9621334  ... -32.15759323 -10.84440741
   -3.33206459]
 ...
 [ 13.24389705  13.58988893  11.92209446 ... -12.03595359   7.77715803
    2.32969591]
 [ 13.21555853  13.26242451  10.99429808 ... -14.03860823   2.62760824
   -4.30383393]
 [ 12.89441449  12.93109627  13.29652401 ... -13.88727298   2.96282348
   -2.21733664]]","[[12.59099631 13.71795818 11.97928648 ... 11.84735609 11.50668258
  10.90342711]
 [12.69069    13.7191861  12.22749578 ... 11.32109854 10.74685844
  10.93191456]
 [12.54981048 13.70552397 12.34206918 ... 10.8135793  10.18030804
  10.67342303]
 ...
 [10.33115614 12.30553561 12.06844792 ...  7.97372281  6.63833429
   6.57250931]
 [10.21964709 12.29008455 12.12630324 ...  7.93516766  6.89654359
   6.45443685]
 [10.8432365  11.92280302 11.61811752 ...  7.72883871  6.67132456
   5.95483696]]",0,1.697735433560619,9.5932299706483
9,48000,"[[ 10.6289175    0.4630528   -0.19398787 ...   5.32451114  -2.99636037
    5.95092718]
 [ 10.35015989   2.36896796   2.84073857 ...   5.2083546   -2.13989774
    8.14676255]
 [ 10.35562416   3.52496914   4.13335155 ...   1.82422573  -3.7806113
    4.62686161]
 ...
 [ 11.10944426   7.69837662   7.00239155 ...   6.95502482  -4.52344032
    1.30302894]
 [ 11.03475508   7.26410466   8.15403003 ...  -2.4166249  -13.40508392
   -6.64210997]
 [ 10.71404977   6.89964738   8.69355802 ...  -0.40362364 -13.81689048
   -5.59439019]]","[[7.49687839 7.10551213 7.17572948 ... 6.69317288 6.46557172 5.55467135]
 [7.48445071 7.25072229 7.33881185 ... 6.39625396 5.73060254 5.09508327]
 [7.11112491 6.88228906 7.90811297 ... 6.37887314 5.71891501 5.00327855]
 ...
 [9.45786359 8.29912408 9.4457106  ... 6.54034308 5.42957817 5.57591273]
 [7.7533845  8.78408724 9.71760451 ... 6.59479739 5.39517421 5.32150775]
 [7.17952512 8.50505229 9.56666307 ... 6.23233538 5.11479062 5.02405237]]",0,3.34413505518231,12.807219269770025
